filter	value	motif	Epithelial	Endothelial	Mesenchymal/stromal	Muscle	Hematopoietic	Neuronal	Glial	Stem/progenitor	Germ line	Trophoblast/placental	Other
cell_phenotype(related)	pvalue	role	0.8671514272670482	0.24404555900079342	1.731804688838519e-06	1.0	0.00047294574996494334	0.08799114756398568	0.0	0.014475333982040258	1.0	1.0	0.007392831402208807
cell_phenotype(related)	pvalue	variant	0.0015946053775892258	0.20487671152978731	0.11214515072846844	0.7053411828486756	5.850303734292849e-11	0.03575362435378135	0.004533073452308867	0.8238343553099481	0.007810766013577569	0.11893191408261206	0.5628977579856416
cell_phenotype(related)	pvalue	molecular signaling	0.7846068895798601	0.00015154004123379917	1.0	1.0	0.5659898472951354	0.6292968276376099	1.0	0.015112288785679169	0.643721278099179	0.42833117336483373	0.576147334659453
cell_phenotype(related)	pvalue	molecular signature	2.844761725791715e-19	4.524432056121936e-15	3.34641157496438e-19	1.0	6.865309522374295e-08	3.8163015470712877e-17	0.00036153552313339594	1.7527741372790246e-23	1.0	0.0	0.0
cell_phenotype(related)	pvalue	eponym	0.1671386206168077	0.6559721915486861	1.0	1.0	0.2720639239198173	0.6873613116203985	4.593309788176821e-05	0.3391803312290971	0.0	0.6354607219384252	0.0
cell_phenotype(related)	pvalue	species	0.7758592289673972	0.020875962804918144	0.5962615253977277	0.04797475927944896	0.23763617184500618	0.5946600608391124	0.12298618490490304	4.7621668729946225e-05	0.1304628423457194	0.5479563497335244	1.0
cell_phenotype(related)	pvalue	state	0.2971623496946927	6.27399090542035e-06	6.702314395399881e-06	1.0	0.005945231143308024	0.04839107830195316	0.26305050617198494	0.0051430386710577475	0.48032411639042166	0.05981114572451753	0.0
cell_phenotype(related)	pvalue	disease	6.094654935187232e-11	0.793600142377785	2.1043305077284885e-14	1.0	6.148713231602939e-28	0.6457792391101288	0.0	2.4413620726322595e-05	0.0	1.0	0.6826327153167513
cell_phenotype(related)	pvalue	stimulus	1.0	1.0	0.0	1.0	0.4162544771584958	9.136356032179519e-05	1.0	1.0	1.0	1.0	1.0
cell_phenotype(related)	pvalue	unknown token	0.27366925936254904	0.07015183212288909	0.10309126257751505	0.36829555767904987	0.8458489507806799	1.8447346678898294e-05	0.0008940601152732549	0.08454693307752224	1.0	0.07685403778520036	0.5628977579856416
filter	value	motif	Epithelial	Endothelial	Mesenchymal/stromal	Muscle	Hematopoietic	Neuronal	Glial	Stem/progenitor	Germ line	Trophoblast/placental	Other
cell_phenotype(related)	qvalue	root	0.0815758226773403	0.8797384806314509	0.02296238751981567	0.7853699932187551	0.0815758226773403	0.003500613847414159	0.17179057369728643	0.0010392142922612995	0.5226939676688653	1.0	0.04008315027062709
cell_phenotype(related)	qvalue	anatomical	0.025760862758211482	0.001327325018592173	2.8324182930618494e-06	0.34346334681112695	0.04609302664994275	0.4845240641298824	1.0	0.5187284002303373	0.30723340732745325	1.0	0.6684162702056335
cell_phenotype(related)	qvalue	lineage	0.0153074559109675	0.1823504174594076	1.0	0.044022020578988526	0.2211896525681751	1.0	0.36712647664081915	0.0011544240969203728	0.2441635166309567	0.27743427303273094	0.24419312378406463
cell_phenotype(related)	qvalue	developmental	4.2851633046581476e-08	1.971831604519459e-18	0.5223227906322918	0.2546301801759835	0.037466135606098475	0.19792730533821545	0.33794663622969945	0.8105419541679143	0.4845240641298824	1.0	0.053137098200696994
cell_phenotype(related)	qvalue	appearance	1.0	0.7254650709290488	0.011388998958414285	0.24698338425268562	0.3969605063151678	5.271272370668013e-08	1.0	1.5343028690556139e-06	1.0	0.9866071708626968	0.4151350740369578
cell_phenotype(related)	qvalue	role	1.0	0.47937520518013	1.1429910946334224e-05	1.0	0.002167668020672657	0.2124664294837703	0.0	0.04745225378218495	1.0	1.0	0.026711325139367588
cell_phenotype(related)	qvalue	variant	0.006633022368963586	0.4151350740369578	0.25699930375274016	1.0	5.79180069694992e-10	0.10323484415257293	0.017260548914560685	1.0	0.02781531781813595	0.2712963017091842	0.910569902623832
cell_phenotype(related)	qvalue	molecular signaling	1.0	0.0007501232041073059	1.0	1.0	0.9125894931957395	0.9734435302519276	1.0	0.04921436150599467	0.9866071708626968	0.7361942042208081	0.9208662419254985
cell_phenotype(related)	qvalue	molecular signature	4.542442110538384e-18	5.462424067756971e-14	5.1764804050230256e-18	1.0	5.394171767579804e-07	5.105592610271048e-16	0.0016883026787833113	3.3370122998196816e-22	1.0	0.0	0.0
cell_phenotype(related)	qvalue	eponym	0.35356246668940094	0.9990961071279989	1.0	1.0	0.5159833039858605	1.0	0.00023684253595286734	0.6149973038769343	0.0	0.9799160665405623	0.0
cell_phenotype(related)	qvalue	species	1.0	0.06540254169895242	0.9459918431790872	0.13040746397796124	0.4705196202531122	0.9459918431790872	0.27743427303273094	0.00024301779403426165	0.28829958464790667	0.8951762149112032	1.0
cell_phenotype(related)	qvalue	state	0.5407917760987974	3.7417174676904496e-05	3.949578125860644e-05	1.0	0.02229461678740509	0.13040746397796124	0.5028298453958134	0.01943361940590523	0.8032447216664147	0.15500794310804283	0.0
cell_phenotype(related)	qvalue	disease	5.91540037826996e-10	1.0	2.4224269798269806e-13	1.0	1.3834604771106613e-26	0.9866071708626968	0.0	0.00013135589412532266	0.0	1.0	1.0
cell_phenotype(related)	qvalue	stimulus	1.0	1.0	0.0	1.0	0.7245910893464228	0.0004568178016089759	1.0	1.0	1.0	1.0	1.0
cell_phenotype(related)	qvalue	unknown token	0.5170468831468007	0.17716916786137804	0.2441635166309567	0.6605300762722089	1.0	0.0001037663250688029	0.0038483457135674885	0.20515064643810546	1.0	0.19116959147574966	0.910569902623832
filter	value	motif	Epithelial	Endothelial	Mesenchymal/stromal	Muscle	Hematopoietic	Neuronal	Glial	Stem/progenitor	Germ line	Trophoblast/placental	Other
cell_hetero	k_count	root	46.083333333333336	3.9166666666666665	27.499999999999993	0.5	80.02777777777776	26.9265873015873	5.652777777777778	19.0	1.0	0.5	156.89285714285717
cell_hetero	k_count	anatomical	33.66666666666666	3.666666666666667	10.416666666666666	0.5	39.36111111111111	20.676587301587304	2.6527777777777777	7.999999999999999	1.0	0.5	84.55952380952381
cell_hetero	k_count	lineage	10.25	2.5	23.75	0	20.944444444444443	0.9444444444444443	0.1111111111111111	4.833333333333333	0	0	23.666666666666664
cell_hetero	k_count	developmental	0.8333333333333333	0	1.0	0	5.166666666666667	1.0	0	8.333333333333334	0	0	13.666666666666668
cell_hetero	k_count	appearance	2.0	0.5	1.0	0	25.0	2.0	0	0	0	0	4.5
cell_hetero	k_count	role	1.5	0.25	0	0	19.5	4.25	0	0	0	0	17.5
cell_hetero	k_count	variant	3.0	0	0	0	1.0	0	0.5	0.5	0	0	5.0
cell_hetero	k_count	molecular signaling	2.5	0	4.0	0	2.5	2.0	0	1.0	0	0	2.0
cell_hetero	k_count	molecular signature	5.25	0	2.5	0	5.666666666666666	1.25	0.5	2.5	0	0	17.333333333333336
cell_hetero	k_count	eponym	1.0	0.5	1.0	0	1.0	0	0	0	0	0	1.5
cell_hetero	k_count	species	0.5	0	0	0	1.0	0	0	0	0	0	0.5
cell_hetero	k_count	state	1.0	0	0.5	0	4.833333333333333	1.0	0	0.5	0	0	9.166666666666666
cell_hetero	k_count	disease	23.750000000000004	1.5	3.4166666666666665	0	16.416666666666668	0.2916666666666667	5.041666666666666	11.0	0	0	107.58333333333331
cell_hetero	k_count	stimulus	0	0	0	0	0	1.0	0	0	0	0	0
cell_hetero	k_count	unknown token	1.5	0	1.0	0	2.0	1.0	0	1.0	0	0	6.5
filter	value	motif	Epithelial	Endothelial	Mesenchymal/stromal	Muscle	Hematopoietic	Neuronal	Glial	Stem/progenitor	Germ line	Trophoblast/placental	Other
cell_hetero	rate	root	0.3469259723964868	0.3051948051948052	0.36144578313253006	0.5	0.3566035400420844	0.43193608962729557	0.39097022094140255	0.33529411764705885	0.5	0.5	0.34836509740688854
cell_hetero	rate	anatomical	0.25345043914680043	0.2857142857142857	0.13691128148959475	0.5	0.17539299418244833	0.33167828384098796	0.18347742555235352	0.1411764705882353	0.5	0.5	0.18775607306177472
cell_hetero	rate	lineage	0.07716436637390213	0.1948051948051948	0.31215772179627604	0.0	0.09332838222552296	0.01515006842993093	0.007684918347742555	0.08529411764705883	0.0	0.0	0.05254949644471464
cell_hetero	rate	developmental	0.006273525721455457	0.0	0.013143483023001097	0.0	0.02302265131823246	0.016041248925809222	0.0	0.14705882352941177	0.0	0.0	0.030345483862440854
cell_hetero	rate	appearance	0.015056461731493099	0.03896103896103896	0.013143483023001097	0.0	0.11139992573338287	0.032082497851618444	0.0	0.0	0.0	0.0	0.009991805662023208
cell_hetero	rate	role	0.011292346298619823	0.01948051948051948	0.0	0.0	0.08689194207203864	0.0681753079346892	0.0	0.0	0.0	0.0	0.03885702201897914
cell_hetero	rate	variant	0.022584692597239647	0.0	0.0	0.0	0.004455997029335314	0.0	0.0345821325648415	0.008823529411764706	0.0	0.0	0.011102006291136897
cell_hetero	rate	molecular signaling	0.018820577164366373	0.0	0.05257393209200439	0.0	0.011139992573338286	0.032082497851618444	0.0	0.01764705882352941	0.0	0.0	0.004440802516454759
cell_hetero	rate	molecular signature	0.039523212045169384	0.0	0.03285870755750274	0.0	0.025250649832900113	0.02005156115726153	0.0345821325648415	0.04411764705882353	0.0	0.0	0.038486955142607915
cell_hetero	rate	eponym	0.0075282308657465494	0.03896103896103896	0.013143483023001097	0.0	0.004455997029335314	0.0	0.0	0.0	0.0	0.0	0.0033306018873410694
cell_hetero	rate	species	0.0037641154328732747	0.0	0.0	0.0	0.004455997029335314	0.0	0.0	0.0	0.0	0.0	0.0011102006291136897
cell_hetero	rate	state	0.0075282308657465494	0.0	0.006571741511500548	0.0	0.021537318975120685	0.016041248925809222	0.0	0.008823529411764706	0.0	0.0	0.020353678200417644
cell_hetero	rate	disease	0.17879548306148058	0.11688311688311688	0.044906900328587074	0.0	0.07315261789825475	0.004678697603361024	0.34870317002881845	0.19411764705882353	0.0	0.0	0.23887816869762887
cell_hetero	rate	stimulus	0.0	0.0	0.0	0.0	0.0	0.016041248925809222	0.0	0.0	0.0	0.0	0.0
cell_hetero	rate	unknown token	0.011292346298619823	0.0	0.013143483023001097	0.0	0.008911994058670629	0.016041248925809222	0.0	0.01764705882352941	0.0	0.0	0.014432608178477966
filter	value	motif	Epithelial	Endothelial	Mesenchymal/stromal	Muscle	Hematopoietic	Neuronal	Glial	Stem/progenitor	Germ line	Trophoblast/placental	Other
cell_hetero	comp_rate	root	0.35069678039404134	0.28638941398865786	0.4340437788018433	0.43333333333333335	0.33821919949968726	0.3861886125489206	0.4166666666666666	0.32854209445585214	0.4298642533936652	0.405	0.42857142857142855
cell_hetero	comp_rate	anatomical	0.23382988947621336	0.2570888468809074	0.2324308755760369	0.3047619047619048	0.0602720450281426	0.16096452468122716	0.13999999999999999	0.1457905544147844	0.01809954751131222	0.1725	0.2857142857142857
cell_hetero	comp_rate	lineage	0.12311388755406054	0.3005671077504726	0.10627880184331798	0.01904761904761905	0.055737961225766124	0.026638050751167795	0.11666666666666665	0.175564681724846	0.12217194570135746	0.125	0.05291005291005291
cell_hetero	comp_rate	developmental	0.037866410379625175	0.001890359168241966	0.0538594470046083	0.0380952380952381	0.062343652282676694	0.05264486807221312	0.05333333333333332	0.2535934291581109	0.2171945701357466	0.1225	0.037037037037037035
cell_hetero	comp_rate	appearance	0.09130225852955308	0.04064272211720227	0.07402073732718893	0.05238095238095238	0.04569262038774234	0.12397424567605103	0.03533333333333333	0.00513347022587269	0.027149321266968326	0.065	0.05291005291005291
cell_hetero	comp_rate	role	0.01672272945699183	0.003780718336483932	0.012096774193548388	0.02857142857142857	0.09697467166979364	0.055674788536800926	0.0	0.004106776180698152	0.058823529411764705	0.01	0.08994708994708994
cell_hetero	comp_rate	variant	0.04757328207592503	0.03213610586011342	0.012096774193548388	0.0380952380952381	0.0697310819262039	0.027143037495265754	0.019333333333333334	0.008213552361396304	0.03167420814479638	0.0075	0.005291005291005291
cell_hetero	comp_rate	molecular signaling	0.025660740028832292	0.013232514177693762	0.010368663594470046	0.009523809523809525	0.021693245778611637	0.08673147329882593	0.023999999999999997	0.006160164271047228	0.01809954751131222	0.0225	0.021164021164021163
cell_hetero	comp_rate	molecular signature	0.014127823161941373	0.001890359168241966	0.013824884792626729	0.009523809523809525	0.12906504065040653	0.025628077262971852	0.01333333333333333	0.006160164271047228	0.0	0.0	0.0
cell_hetero	comp_rate	eponym	0.016146083613647284	0.005671077504725898	0.0069124423963133645	0.009523809523809525	0.007426516572858038	0.016412069183183945	0.13466666666666666	0.011293634496919919	0.0	0.015	0.0
cell_hetero	comp_rate	species	0.005766458433445459	0.034026465028355386	0.008640552995391706	0.02857142857142857	0.003830519074421514	0.00403989395278374	0.01733333333333333	0.028747433264887063	0.058823529411764705	0.01	0.010582010582010581
cell_hetero	comp_rate	state	0.007208073041806823	0.003780718336483932	0.012096774193548388	0.014285714285714285	0.07188086303939965	0.012877161974498176	0.019999999999999997	0.012320328542094456	0.00904977375565611	0.005	0.0
cell_hetero	comp_rate	disease	0.004324843825084094	0.015122873345935728	0.008640552995391706	0.004761904761904762	0.010201688555347093	0.005681100871102135	0.0	0.00513347022587269	0.0	0.0275	0.010582010582010581
cell_hetero	comp_rate	stimulus	0.0	0.0	0.0	0.0	0.00023452157598499067	0.0030299204645878055	0.0	0.0	0.0	0.0	0.0
cell_hetero	comp_rate	unknown token	0.025660740028832292	0.003780718336483932	0.0146889400921659	0.009523809523809525	0.026696372732958107	0.012372175230400205	0.00933333333333333	0.009240246406570842	0.00904977375565611	0.0125	0.005291005291005291
filter	value	motif	Epithelial	Endothelial	Mesenchymal/stromal	Muscle	Hematopoietic	Neuronal	Glial	Stem/progenitor	Germ line	Trophoblast/placental	Other
cell_hetero	pvalue	root	1.0	1.0	0.20272656413284576	1.0	0.5722139592089025	0.43592479078355856	1.0	1.0	1.0	1.0	0.0005960650678088536
cell_hetero	pvalue	anatomical	0.5396956229454013	0.7511231361281996	0.040729680830840186	1.0	2.533891454901827e-09	0.0007057724148915034	0.4321799120410076	1.0	0.03587150140251019	1.0	3.0837875899966382e-06
cell_hetero	pvalue	lineage	0.1117037323034463	0.36781209071601506	6.226030627793399e-07	1.0	0.018940526052718232	1.0	0.39486087071880926	0.08337111545436232	1.0	1.0	0.916154185331707
cell_hetero	pvalue	developmental	0.06708674238051622	1.0	0.19406958086519316	1.0	0.008287885878033086	0.3826629606237516	1.0	0.04847469368069671	1.0	1.0	0.6167853956984799
cell_hetero	pvalue	appearance	0.0007080883448345222	1.0	0.04440089060355015	1.0	4.058352327670599e-05	0.030960161208933086	1.0	1.0	1.0	1.0	8.263847625360044e-07
cell_hetero	pvalue	role	1.0	1.0	1.0	1.0	0.8210824811319574	0.7777351724303365	1.0	1.0	1.0	1.0	6.735430375742914e-05
cell_hetero	pvalue	variant	0.22131631822369077	1.0	1.0	1.0	2.619786044480296e-06	0.41865262940015535	1.0	1.0	1.0	1.0	0.09296277264840924
cell_hetero	pvalue	molecular signaling	0.7793624369490086	1.0	0.008203981491317333	1.0	0.2509337982565189	0.17230414340250275	1.0	0.296871301039671	1.0	1.0	0.007804559838407893
cell_hetero	pvalue	molecular signature	0.041200139401497506	1.0	0.28300603853125617	1.0	1.298938513111694e-07	1.0	1.0	0.04845186401029861	1.0	1.0	0.0
cell_hetero	pvalue	eponym	0.728705477281939	1.0	0.4097267677333423	1.0	1.0	0.6291829597955149	0.240405782895538	1.0	1.0	1.0	0.0
cell_hetero	pvalue	species	1.0	1.0	1.0	1.0	0.5767041111048576	1.0	1.0	0.4148988520804591	1.0	1.0	0.017813260719508308
cell_hetero	pvalue	state	0.6179277312153548	1.0	1.0	1.0	0.0017302830324976743	0.5522718608708825	1.0	1.0	1.0	1.0	0.0
cell_hetero	pvalue	disease	1.9345138212733093e-31	0.015968591646732703	0.02843198651592399	1.0	2.068309530934141e-09	1.0	0.0	9.691271573697707e-15	1.0	1.0	2.6942815214771034e-109
cell_hetero	pvalue	stimulus	1.0	1.0	1.0	1.0	1.0	0.17150148783536842	1.0	1.0	1.0	1.0	1.0
cell_hetero	pvalue	unknown token	0.7793624369490086	1.0	1.0	1.0	0.14023411470404223	0.5378471332926785	1.0	0.41089010353631755	1.0	1.0	0.034128681505185644
filter	value	motif	Epithelial	Endothelial	Mesenchymal/stromal	Muscle	Hematopoietic	Neuronal	Glial	Stem/progenitor	Germ line	Trophoblast/placental	Other
cell_hetero	qvalue	root	1.0	1.0	0.412961519529871	1.0	0.9196295773000218	0.7415215513328574	1.0	1.0	1.0	1.0	0.0026822928051398413
cell_hetero	qvalue	anatomical	0.8846004415826941	1.0	0.11520681149294795	1.0	2.2004846845200075e-08	0.003129497595474004	0.7384791809173054	1.0	0.10323484415257293	1.0	1.8615547037174826e-05
cell_hetero	qvalue	lineage	0.25699930375274016	0.6605300762722089	4.4026930867967615e-06	1.0	0.06009974612881747	1.0	0.6980576107350378	0.2032940992606372	1.0	1.0	1.0
cell_hetero	qvalue	developmental	0.17179057369728643	1.0	0.3969605063151678	1.0	0.029095769571818277	0.6789181559453658	1.0	0.13040746397796124	1.0	1.0	0.9618686382125806
cell_hetero	qvalue	appearance	0.003129497595474004	1.0	0.12417198219636906	1.0	0.00021146151602073122	0.09122190356203498	1.0	1.0	1.0	1.0	5.7614148937369315e-06
cell_hetero	qvalue	role	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0003402079628564023
cell_hetero	qvalue	variant	0.44533161593791437	1.0	1.0	1.0	1.6209926150221832e-05	0.7245910893464228	1.0	1.0	1.0	1.0	0.22230228242010908
cell_hetero	qvalue	molecular signaling	1.0	1.0	0.029006934558586286	1.0	0.4845240641298824	0.3598757425495311	1.0	0.5407917760987974	1.0	1.0	0.02781531781813595
cell_hetero	qvalue	molecular signature	0.11587539206671173	1.0	0.5226939676688653	1.0	1.004647756234826e-06	1.0	1.0	0.13040746397796124	1.0	1.0	0.0
cell_hetero	qvalue	eponym	1.0	1.0	0.7212432668456638	1.0	1.0	0.9734435302519276	0.4741070220449852	1.0	1.0	1.0	0.0
cell_hetero	qvalue	species	1.0	1.0	1.0	1.0	0.9208662419254985	1.0	1.0	0.7245910893464228	1.0	1.0	0.05688751003972008
cell_hetero	qvalue	state	0.9618686382125806	1.0	1.0	1.0	0.007137417509052906	0.8992584576680489	1.0	1.0	1.0	1.0	0.0
cell_hetero	qvalue	disease	5.039917587001516e-30	0.05166309062178227	0.08427445105019386	1.0	1.8282378889507136e-08	1.0	0.0	1.1421855783286583e-13	1.0	1.0	9.526209665222616e-108
cell_hetero	qvalue	stimulus	1.0	1.0	1.0	1.0	1.0	0.3598757425495311	1.0	1.0	1.0	1.0	1.0
cell_hetero	qvalue	unknown token	1.0	1.0	1.0	1.0	0.30579685805507006	0.8844994384713484	1.0	0.7212432668456638	1.0	1.0	0.09937469026509937
